"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.422582979E1,-1.290213861E0,-9.699005375E-1,2.855575472E0,3.280193613E0
2.423581779E1,-1.083045841E0,-1.082714962E0,2.548324170E0,2.973081913E0
2.424580579E1,-9.922318581E-1,-1.168095713E0,2.042254672E0,2.553385165E0
2.425579379E1,-1.116172657E0,-1.535865039E0,1.521194667E0,2.432849365E0
2.426578179E1,-1.312517188E0,-2.019418810E0,1.112107673E0,2.652835686E0
2.427576979E1,-1.365736791E0,-2.452422086E0,1.126250333E0,3.024574496E0
2.428575779E1,-1.532252044E0,-2.885234304E0,1.545260053E0,3.613890140E0
2.429574579E1,-1.679203537E0,-3.352017822E0,2.059405725E0,4.277487573E0
2.430573379E1,-1.168927552E0,-2.896401317E0,2.680289395E0,4.115760374E0
2.431572179E1,-7.672114116E-1,-2.451831371E0,3.431046157E0,4.286276724E0
2.432570979E1,-8.580109231E-1,-2.680636720E0,4.188600308E0,5.046421356E0
2.433569779E1,-1.109122961E0,-2.668980588E0,4.888392738E0,5.678907878E0
2.434568579E1,-1.244680862E0,-2.604831955E0,5.377402400E0,6.103346339E0
2.435567379E1,-1.176631844E0,-2.480721002E0,4.596041896E0,5.353694079E0
2.436566179E1,-1.008680807E0,-2.566629463E0,3.079253106E0,4.133621107E0
2.437564979E1,-5.887228149E-1,-3.043823072E0,2.001117171E0,3.689976067E0
2.438563779E1,-2.897738282E-1,-3.511587168E0,9.193319893E-1,3.641481102E0
2.439562579E1,-3.621658663E-1,-3.704196790E0,6.529585719E-3,3.721865206E0
2.440561379E1,-6.479763056E-1,-3.723768006E0,-5.362475628E-1,3.817575527E0
2.441560179E1,-1.045161147E0,-3.834129231E0,-9.163598496E-1,4.078311434E0
2.442558979E1,-1.337091282E0,-3.867844569E0,-6.941598076E-1,4.150890572E0
2.443557779E1,-1.392051601E0,-3.586229507E0,-6.148920286E-1,3.895759482E0
2.444556579E1,-1.150347878E0,-3.274059235E0,-1.088096082E0,3.636855399E0
2.445555379E1,-9.236878726E-1,-2.864358575E0,-1.695997179E0,3.454584745E0
2.446554179E1,-8.962265705E-1,-2.506919451E0,-2.045716224E0,3.357502356E0
2.447552979E1,-1.160081154E0,-2.363831652E0,-2.274054088E0,3.479196798E0
2.448551779E1,-1.363989643E0,-2.393314483E0,-2.417314380E0,3.664946217E0
2.449550579E1,-1.367525308E0,-2.375453871E0,-2.398593349E0,3.642273550E0
2.450549379E1,-1.343651711E0,-2.638278905E0,-2.485656636E0,3.865799324E0
2.451548179E1,-1.440906841E0,-2.840365402E0,-2.559436803E0,4.085903192E0
2.452546979E1,-1.632314715E0,-2.775710692E0,-2.509385807E0,4.082405946E0
2.453545779E1,-1.727244115E0,-2.635850264E0,-2.356221501E0,3.934826376E0
2.454544579E1,-1.634162289E0,-2.517797027E0,-2.348856348E0,3.811418948E0
2.455543379E1,-1.429995937E0,-2.373116738E0,-2.308484248E0,3.606337610E0
2.456542179E1,-1.240237855E0,-2.288865670E0,-2.323853070E0,3.489611595E0
2.457540979E1,-1.203411653E0,-2.286037079E0,-2.419602395E0,3.539582021E0
2.458539779E1,-1.300826266E0,-2.294476073E0,-2.464883818E0,3.610044551E0
2.459538579E1,-1.380954755E0,-2.170752937E0,-2.415788257E0,3.529197819E0
2.460537379E1,-1.433042190E0,-2.235635981E0,-2.456801212E0,3.617671952E0
2.461536179E1,-1.554415915E0,-2.307055919E0,-2.169050959E0,3.527534254E0
2.462534979E1,-1.682802352E0,-2.147653512E0,-1.712590992E0,3.221367298E0
2.463533779E1,-1.719232991E0,-2.156798557E0,-1.477671502E0,3.129066180E0
2.464532579E1,-1.861650845E0,-1.999717201E0,-8.731465870E-1,2.868274345E0
2.465531379E1,-1.863223454E0,-2.222089298E0,-6.568820536E-1,2.973344332E0
2.466530179E1,-1.786329206E0,-2.451435222E0,-6.234207773E-1,3.096636909E0
2.467528979E1,-1.681609228E0,-2.412301854E0,-3.931375444E-1,2.966743494E0
2.468527779E1,-1.617437498E0,-2.316841089E0,-2.290658426E-1,2.834841768E0
2.469526579E1,-1.527433208E0,-2.203595870E0,1.159140337E-1,2.683714409E0
2.470525379E1,-1.322994814E0,-2.168310847E0,6.082846749E-1,2.611876233E0
2.471524179E1,-1.276791432E0,-2.249363343E0,1.049051884E0,2.791118353E0
2.472522979E1,-1.280793997E0,-2.531856072E0,1.104739012E0,3.044860705E0
2.473521779E1,-1.353628962E0,-2.872976201E0,9.575353575E-1,3.317103794E0
2.474520579E1,-1.420263831E0,-3.199161957E0,6.581789660E-1,3.561598816E0
2.475519379E1,-1.382023041E0,-3.527600937E0,4.010078967E-1,3.809824588E0
2.476518179E1,-1.227515191E0,-3.666662636E0,3.377205580E-1,3.881399697E0
2.477516979E1,-1.011734442E0,-3.874935780E0,2.222608531E-1,4.011001591E0
2.478515779E1,-9.896099666E-1,-4.088959075E0,7.481161594E-2,4.207672870E0
2.479514579E1,-1.171232452E0,-4.228239460E0,3.170945048E-3,4.387459907E0
2.480513379E1,-1.300207045E0,-4.458852183E0,-2.901289004E-1,4.653608915E0
2.481512179E1,-1.628159537E0,-4.443104170E0,2.412093401E-1,4.738170542E0
2.482510979E1,-1.472017683E0,-4.431371147E0,1.706737930E0,4.971603429E0
2.483509779E1,-8.616169010E-1,-4.350346279E0,2.638988757E0,5.160635435E0
2.484508579E1,-5.416050741E-1,-4.127700095E0,3.236836152E0,5.273362533E0
2.485507333E1,-4.511075713E-1,-3.923286406E0,3.133163264E0,5.041069956E0
2.486506133E1,-6.977557721E-1,-3.955491115E0,2.627440506E0,4.799605890E0
2.487504933E1,-9.121440802E-1,-3.964354325E0,1.647934236E0,4.389054486E0
2.488503733E1,-7.770173384E-1,-4.126365468E0,4.653249300E-1,4.224591721E0
2.489502533E1,-8.391432738E-1,-4.166314815E0,-7.052385271E-2,4.250566337E0
2.490501333E1,-6.079655265E-1,-4.342032416E0,-5.370305049E-1,4.417156251E0
2.491500133E1,1.852265808E-1,-4.199793048E0,-4.181349760E-1,4.224619201E0
2.492498933E1,8.733274852E-1,-3.792316961E0,-2.422559917E-2,3.891652054E0
2.493497733E1,1.183078180E0,-3.801056795E0,-1.315974355E-1,3.983092344E0
2.494496533E1,1.185164978E0,-3.686522411E0,-3.209665310E-1,3.885625179E0
2.495495333E1,1.113975566E0,-3.397328481E0,-5.293636358E-1,3.614278383E0
2.496494133E1,1.132597851E0,-3.141026308E0,-7.421098995E-1,3.420460680E0
2.497492933E1,1.172213395E0,-3.032734997E0,-9.080187964E-1,3.375805672E0
2.498491733E1,1.210731124E0,-2.971604111E0,-1.064863924E0,3.380863207E0
2.499490533E1,1.297266481E0,-2.924614132E0,-1.165403874E0,3.405060107E0
2.500489333E1,1.355528722E0,-2.815275292E0,-1.248244302E0,3.364720928E0
2.501488133E1,1.348886139E0,-2.484004213E0,-1.289230945E0,3.106748650E0
2.502486933E1,1.315004886E0,-2.226261871E0,-1.210413986E0,2.854922378E0
2.503485733E1,1.079851508E0,-2.170084308E0,-8.319623083E-1,2.562714667E0
2.504484533E1,9.357405920E-1,-2.184090728E0,-5.384759367E-1,2.436353648E0
2.505483333E1,8.100432895E-1,-1.844323791E0,-6.127168643E-1,2.105498120E0
2.506482133E1,7.012155696E-1,-1.282258140E0,-7.705022246E-1,1.652138883E0
2.507480933E1,5.571114515E-1,-5.749469941E-1,-1.127684070E0,1.382970925E0
2.508479733E1,2.023306185E-1,6.741700776E-2,-1.234589299E0,1.252874084E0
2.509478533E1,-1.280898370E-1,5.812699538E-1,-9.133537960E-1,1.090182059E0
2.510477333E1,-2.004671109E-1,1.343177795E0,-7.112939036E-1,1.533053381E0
2.511476133E1,1.529526365E-1,2.305974038E0,-6.904210979E-1,2.411968504E0
2.512474933E1,4.750441718E-1,3.039936135E0,-8.707194078E-1,3.197660232E0
2.513473733E1,8.865831962E-1,3.336943408E0,-1.189023702E0,3.651711713E0
2.514472533E1,1.726879249E0,3.562668444E0,-1.724929202E0,4.318576054E0
2.515471333E1,3.189209411E0,3.428487416E0,-1.694763417E0,4.979739518E0
2.516470133E1,4.591732790E0,3.179462687E0,-1.352045828E-1,5.586705046E0
2.517468933E1,4.666820102E0,2.562281182E0,2.577281336E0,5.914970313E0
2.518467733E1,3.569123185E0,1.809795983E0,3.637213719E0,5.407709815E0
2.519466533E1,2.264409837E0,1.497232485E0,3.465244183E0,4.401951189E0
2.520465333E1,2.033238558E0,1.138050599E0,3.047562951E0,3.836255745E0
2.521464133E1,2.144881347E0,1.118722628E0,2.179207572E0,3.255917989E0
2.522462933E1,1.932388121E0,1.622559805E0,1.580876613E0,2.977582079E0
2.523461733E1,1.511115237E0,2.040439989E0,1.121183136E0,2.775592951E0
2.524460533E1,1.067163488E0,2.271527214E0,4.760066235E-1,2.554458083E0
2.525459333E1,7.446591394E-1,2.561288032E0,-2.076363820E-1,2.675411461E0
2.526458133E1,5.060765147E-1,2.876269938E0,-1.897900951E-1,2.926612799E0
2.527456833E1,4.572967029E-1,3.158833126E0,7.218083668E-1,3.272362191E0
2.528455633E1,3.344557652E-1,3.372478984E0,1.693312722E0,3.788506715E0
2.529454433E1,2.564004064E-2,3.493136571E0,2.316310746E0,4.191414557E0
2.530453233E1,-5.875638968E-1,3.625916021E0,3.269148450E0,4.917299047E0
2.531452033E1,-1.308570026E0,3.328589198E0,4.274756691E0,5.573634930E0
2.532450833E1,-2.152460361E0,2.654754605E0,4.594287731E0,5.726105777E0
2.533449633E1,-1.800133166E0,8.921142237E-1,5.041180483E0,5.426771404E0
2.534448433E1,-5.520900089E-1,-3.168815931E-1,3.552051362E0,3.608640492E0
2.535447233E1,6.037333484E-1,-6.264457612E-1,2.864983642E0,2.994170923E0
2.536446033E1,1.365637096E0,-9.076149000E-1,1.844194275E0,2.467748368E0
2.537444833E1,1.739541102E0,-1.257992341E0,4.987920535E-1,2.203937723E0
2.538443633E1,2.505947936E0,-1.470146574E0,-6.766520745E-1,2.983113146E0
2.539442433E1,3.548233130E0,-1.734780006E0,-9.467320418E-1,4.061492530E0
2.540441233E1,4.587034845E0,-2.159726989E0,-7.051268452E-1,5.118839048E0
2.541440033E1,4.709506823E0,-2.550182123E0,-4.476335943E-2,5.355827400E0
2.542438833E1,3.266970655E0,-3.395379604E0,4.167006540E-1,4.730257852E0
2.543437633E1,3.231030159E0,-4.291943120E0,6.430609900E-1,5.410532236E0
2.544436433E1,3.877179941E0,-4.649909955E0,9.144805545E-1,6.122945498E0
2.545435233E1,3.908598785E0,-5.163099023E0,7.167967182E-1,6.515253910E0
2.546434033E1,3.839755422E0,-5.281653659E0,-5.929602921E-2,6.530168688E0
2.547432833E1,3.717422900E0,-5.073444250E0,-8.858730519E-1,6.351680143E0
2.548431633E1,3.555269377E0,-4.975891058E0,-1.572274774E0,6.314386758E0
2.549430433E1,3.387557491E0,-5.114919135E0,-2.145951533E0,6.499465478E0
2.550429233E1,3.310428916E0,-5.261546254E0,-2.327101198E0,6.637635767E0
2.551428033E1,3.435004138E0,-5.151643742E0,-1.719310028E0,6.426096299E0
2.552426833E1,3.887513140E0,-4.939646507E0,-9.985635155E-1,6.364746273E0
2.553425633E1,4.408639219E0,-4.722766262E0,-8.523983270E-1,6.516686569E0
2.554424433E1,4.639450455E0,-4.593977244E0,-1.603109481E0,6.723026659E0
2.555423233E1,4.353081607E0,-4.461266791E0,-2.614771929E0,6.759382597E0
2.556422033E1,3.622136673E0,-4.215978433E0,-3.207525814E0,6.417364730E0
2.557420833E1,2.818063830E0,-4.046807375E0,-3.027034546E0,5.786283075E0
2.558419633E1,2.136140052E0,-3.964051439E0,-2.158582104E0,4.993623417E0
2.559418433E1,1.670840119E0,-3.944500397E0,-8.405091834E-1,4.365460545E0
2.560417233E1,1.530265453E0,-3.759453270E0,6.619603604E-1,4.112589545E0
2.561416033E1,1.355790824E0,-3.665972080E0,2.170786997E0,4.470999467E0
2.562414833E1,1.191915734E0,-3.859923930E0,3.517821761E0,5.356747690E0
2.563413633E1,8.428562558E-1,-3.930049588E0,5.333222008E0,6.678244785E0
2.564412433E1,8.701374637E-1,-3.330766994E0,8.212476949E0,8.904825973E0
2.565411233E1,9.911233722E-1,-2.207199071E0,9.850879054E0,1.014366164E1
2.566410033E1,3.569014719E-1,-1.326009931E0,1.020642836E1,1.029839118E1
2.567408833E1,-5.171762842E-1,-8.091219145E-1,9.261121867E0,9.310774823E0
2.568407633E1,-1.226740581E0,-3.143004128E-1,7.948557608E0,8.048803964E0
2.569406433E1,-1.506757161E0,1.249699089E-1,6.278288178E0,6.457773383E0
2.570405233E1,-1.511619413E0,5.951006654E-1,4.642915515E0,4.918922904E0
2.571404033E1,-1.277964091E0,1.090698239E0,3.372091606E0,3.767468203E0
2.572402833E1,-8.523970114E-1,1.668801487E0,2.674077314E0,3.265297620E0
2.573401633E1,-3.712242267E-1,2.559682387E0,2.324519652E0,3.477523970E0
2.574400433E1,2.403575470E-1,3.845951716E0,2.525933427E0,4.607543384E0
2.575399233E1,5.581562027E-1,4.801544044E0,2.014327785E0,5.236781452E0
2.576398033E1,6.930523449E-1,5.542010876E0,1.382615072E0,5.753766639E0
2.577396833E1,7.400630817E-1,6.240379509E0,7.957937711E-1,6.334296923E0
2.578395633E1,5.854635769E-1,6.390027300E0,-1.667064571E-1,6.418956888E0
2.579394433E1,6.467619851E-1,6.900437186E0,-1.643766925E0,7.122942098E0
2.580393233E1,1.684276435E0,7.793960150E0,-2.669107765E0,8.408729880E0
2.581392033E1,2.223519527E0,7.578210171E0,-2.589005004E0,8.311212631E0
2.582390833E1,2.196206013E0,6.822588526E0,-2.631117820E0,7.635038705E0
2.583389633E1,2.331744179E0,6.729219017E0,-2.416995122E0,7.520723696E0
2.584388433E1,2.474092013E0,6.723166564E0,-1.680043051E0,7.358304465E0
2.585387233E1,2.854644303E0,6.618583850E0,-1.023566794E0,7.280270273E0
2.586385854E1,3.483427854E0,6.635263617E0,-1.007398658E0,7.561471083E0
2.587384654E1,3.892190621E0,6.849207391E0,-1.709249893E0,8.061161511E0
2.588383454E1,3.786206329E0,7.104090444E0,-2.135819478E0,8.328576364E0
2.589382254E1,2.623512347E0,7.327400288E0,-2.330376808E0,8.124301083E0
2.590381054E1,1.182419564E0,7.464726825E0,-1.390963141E0,7.684727781E0
2.591379854E1,-1.059705511E-1,7.803737279E0,-1.589173812E-1,7.806074559E0
2.592378654E1,-1.352623533E0,8.057023458E0,1.000184948E0,8.230770764E0
2.593377454E1,-2.139573683E0,7.947459501E0,2.156257251E0,8.508192134E0
2.594376254E1,-2.533034286E0,7.818751760E0,3.388592448E0,8.889977534E0
2.595375054E1,-2.949377090E0,7.504366270E0,4.105661647E0,9.048248222E0
2.596373854E1,-3.535582679E0,6.723853612E0,4.463158658E0,8.810807992E0
2.597372654E1,-3.954813131E0,5.604155084E0,5.392429744E0,8.724987086E0
2.598371454E1,-3.920788768E0,4.577450089E0,5.825632995E0,8.382340584E0
2.599370254E1,-3.573467374E0,3.793649249E0,4.979768347E0,7.208296365E0
2.600369054E1,-3.046354916E0,3.087726598E0,3.745823411E0,5.731101713E0
2.601367854E1,-2.566339734E0,2.228036062E0,2.698639128E0,4.339688637E0
2.602366654E1,-2.028459921E0,1.038888180E0,1.993685945E0,3.027989754E0
2.603365454E1,-1.764077773E0,-3.589949213E-1,1.724784776E0,2.493136632E0
2.604364254E1,-1.661461477E0,-1.336057202E0,1.439360545E0,2.572403908E0
2.605363054E1,-1.529972215E0,-2.060446237E0,1.263838241E0,2.860688864E0
2.606361854E1,-1.543406193E0,-2.883223739E0,1.030958844E0,3.428987889E0
2.607360654E1,-1.093818678E0,-3.478451289E0,7.663337445E-1,3.726034095E0
2.608359454E1,-2.514926190E-1,-3.682079697E0,4.580287743E-1,3.718971604E0
2.609358254E1,7.977270068E-1,-3.903448557E0,2.078117985E-1,3.989544430E0
2.610357054E1,1.924248943E0,-3.940718125E0,-1.191791189E-1,4.387048780E0
2.611355854E1,2.665200655E0,-4.197284885E0,-5.764448315E-1,5.005275575E0
2.612354654E1,3.279050710E0,-5.162556401E0,-6.590192109E-1,6.151298113E0
2.613353454E1,3.355965277E0,-6.703788891E0,4.324179697E-1,7.509345760E0
2.614352254E1,3.057610222E0,-7.971154758E0,2.479158626E0,8.890135878E0
2.615351054E1,3.149140489E0,-9.008262534E0,3.480396658E0,1.015770843E1
2.616349854E1,3.455683985E0,-1.012312074E1,3.119238705E0,1.114221591E1
2.617348654E1,4.851633047E0,-1.020921163E1,2.887468525E0,1.166635418E1
2.618347454E1,6.661225839E0,-9.409876202E0,2.158021941E0,1.172922668E1
2.619346254E1,7.002561146E0,-8.030872371E0,2.357548234E0,1.091278183E1
2.620345054E1,5.683503554E0,-7.974887620E0,-2.808771434E0,1.018774961E1
2.621343854E1,4.214123989E0,-8.064865159E0,-4.754645866E0,1.026681783E1
2.622342654E1,2.378785906E0,-7.343353831E0,-3.360339872E0,8.418750022E0
2.623341454E1,4.907861920E-1,-6.096983562E0,-2.306818376E0,6.537238764E0
2.624340254E1,-6.164602518E-1,-5.551436003E0,-2.874025192E0,6.281598979E0
2.625339054E1,-1.198543700E0,-5.384788603E0,-2.273302721E0,5.966603771E0
2.626337854E1,-2.117643993E0,-5.412412603E0,-8.432076734E-1,5.872786856E0
2.627336654E1,-3.374640992E0,-5.681393879E0,1.605214478E0,6.800231743E0
2.628335454E1,-4.082984098E0,-5.477188643E0,4.779523430E0,8.337517544E0
2.629334254E1,-3.767908929E0,-4.417815547E0,6.500071313E0,8.715799389E0
2.630333054E1,-3.003926350E0,-2.816616059E0,5.815872238E0,7.126097770E0
2.631331854E1,-2.613854501E0,-1.405437485E0,3.646374552E0,4.701439912E0
2.632330654E1,-3.081574158E0,-3.962024356E-1,1.991739407E0,3.690542172E0
2.633329454E1,-3.788538198E0,4.819763383E-1,1.929948370E0,4.279021335E0
2.634328254E1,-4.328548152E0,7.561777157E-1,-2.065008527E-1,4.398951744E0
2.635327054E1,-4.599184774E0,1.188816929E0,-2.091625053E0,5.190441372E0
2.636325854E1,-4.467076000E0,1.112343827E0,-2.449182875E0,5.214458124E0
2.637324654E1,-4.059770359E0,5.369582187E-1,-3.054945061E0,5.109084930E0
2.638323454E1,-3.768165037E0,-1.537288544E-1,-2.756255252E0,4.671150107E0
2.639322254E1,-3.192615414E0,-1.747894653E-1,-2.384041969E0,3.988358139E0
2.640321054E1,-2.824728486E0,7.792362837E-1,-2.243862575E0,3.690693628E0
2.641319854E1,-2.827143386E0,1.949902871E0,-2.133625603E0,4.043169443E0
2.642318654E1,-2.871572285E0,2.893443210E0,-2.165396449E0,4.615937909E0
2.643317454E1,-2.980964626E0,3.320113367E0,-2.142159614E0,4.949560656E0
2.644316254E1,-1.934049900E0,2.751055615E0,-3.185473625E0,4.632072779E0
2.645315054E1,-7.821894930E-1,2.211197104E0,-4.209084274E0,4.818464845E0
2.646313854E1,-5.214938682E-1,1.952310901E0,-4.096014910E0,4.567363775E0
2.647312654E1,-2.078852541E-1,1.842137809E0,-3.523226343E0,3.981182218E0
2.648311454E1,5.612559579E-1,1.920988243E0,-3.100660347E0,3.690433398E0
2.649310254E1,1.617433405E0,1.790132527E0,-3.711717187E0,4.426907471E0
2.650309054E1,2.548089112E0,1.685987769E0,-5.380347642E0,6.187362413E0
2.651307854E1,2.848617870E0,1.631701488E0,-7.360627676E0,8.059523143E0
2.652306654E1,2.479117987E0,1.985405703E0,-8.422258675E0,9.001238969E0
2.653305454E1,1.800308729E0,2.118882141E0,-8.186307151E0,8.645599910E0
2.654304254E1,1.787044320E0,1.783559234E0,-9.259273562E0,9.597330766E0
2.655303054E1,1.693350729E0,1.511851986E0,-7.929928379E0,8.248448170E0
2.656301854E1,1.326940223E0,1.319560452E0,-5.514956394E0,5.823809249E0
2.657300654E1,9.508842959E-1,1.148730100E0,-4.667201341E0,4.899645920E0
2.658299454E1,4.557074296E-1,1.518726850E0,-4.732341662E0,4.990917562E0
2.659298254E1,1.580734087E-1,2.138498672E0,-3.870104225E0,4.424462734E0
2.660297054E1,-1.358542085E-2,2.577375769E0,-2.071755044E0,3.306844324E0
2.661295854E1,-2.012173086E-4,2.572124384E0,3.391648203E-1,2.594389459E0
2.662294654E1,3.905945538E-1,2.209796404E0,3.167197568E0,3.881611094E0
2.663293454E1,1.087661926E0,1.600399004E0,6.045664304E0,6.347782473E0
2.664292254E1,1.763524919E0,4.876468950E-1,7.925119044E0,8.133592779E0
2.665291054E1,1.532952979E0,-5.178131922E-1,7.483046737E0,7.655982223E0
2.666289854E1,4.622793711E-1,-9.322117243E-1,5.936723660E0,6.027222307E0
2.667288654E1,-8.881236452E-1,-1.190631247E0,4.396649503E0,4.640785842E0
2.668287454E1,-1.652632181E0,-1.481273387E0,5.449265265E0,5.883864028E0
2.669286254E1,-1.276917732E0,-1.250288196E0,6.129309894E0,6.384526548E0
2.670285054E1,-7.424996164E-1,-1.038219698E0,5.551724271E0,5.696564596E0
2.671283854E1,-2.310031165E-1,-1.662658841E0,4.765717569E0,5.052708265E0
2.672282654E1,1.743765423E-1,-2.752245231E0,3.839378861E0,4.727165221E0
2.673281454E1,4.413963328E-1,-3.698709471E0,3.285454581E0,4.966839465E0
2.674280254E1,3.358953497E-1,-4.174800294E0,2.388523859E0,4.821496594E0
2.675279054E1,4.734498736E-2,-4.408533677E0,1.261392351E0,4.585686578E0
2.676277854E1,2.092169392E-1,-4.214502596E0,1.426106662E-1,4.222101569E0
2.677276654E1,5.049539955E-1,-4.102823116E0,-5.089439893E-1,4.164992202E0
2.678275454E1,6.960974286E-1,-4.087831147E0,-6.870642114E-1,4.203209768E0
2.679274254E1,8.817640673E-1,-4.175919451E0,-8.632577759E-1,4.354425923E0
2.680273054E1,1.221367575E0,-4.229806221E0,-8.037214261E-1,4.475373454E0
2.681271854E1,1.825809606E0,-3.975828316E0,-8.423832160E-1,4.455378884E0
2.682270654E1,2.592525904E0,-3.365716679E0,-8.421376330E-1,4.331100913E0
2.683269454E1,3.578491886E0,-2.413343974E0,-4.401614374E-1,4.338614457E0
2.684268254E1,4.073223926E0,-1.951320382E0,-1.036518377E0,4.633915701E0
2.685267054E1,3.789674605E0,-2.416344034E0,-3.201275725E0,5.518017612E0
2.686265979E1,3.309946521E0,-3.099373082E0,-4.413594149E0,6.327848986E0
2.687264779E1,2.963191137E0,-3.847713190E0,-3.961227234E0,6.267114145E0
2.688263579E1,1.882678310E0,-4.868394091E0,-2.312163316E0,5.708926155E0
2.689262379E1,3.900579621E-1,-5.716250301E0,-1.072350115E-1,5.730546402E0
2.690261179E1,-1.927785339E-1,-6.070003340E0,2.270558038E0,6.483636164E0
2.691259979E1,2.614738161E-1,-6.113823543E0,4.833632394E0,7.798154204E0
2.692258779E1,7.176062652E-1,-5.687629350E0,6.139978724E0,8.400203872E0
2.693257579E1,4.919191631E-1,-5.130915948E0,6.237253588E0,8.091453222E0
2.694256379E1,-9.545959622E-2,-4.941905286E0,5.537227854E0,7.422427682E0
2.695255179E1,-3.721826584E-1,-4.197269974E0,2.748207729E0,5.030729658E0
2.696253979E1,-9.368072703E-1,-3.436049035E0,9.724825948E-1,3.691850922E0
2.697252779E1,-1.778817434E0,-3.294784983E0,1.073913075E0,3.895264925E0
2.698251579E1,-2.278022009E0,-3.488050663E0,2.829233766E-1,4.175634962E0
2.699250379E1,-2.796400773E0,-4.011669994E0,1.224330944E-1,4.891660586E0
2.700249179E1,-3.136423087E0,-4.345886608E0,6.863414955E-1,5.403234665E0
2.701247979E1,-2.582266088E0,-4.233035054E0,9.052337676E-1,5.040449592E0
2.702246779E1,-1.901463367E0,-3.555784809E0,6.128431642E-1,4.078571476E0
2.703245579E1,-1.643680094E0,-2.750358920E0,-8.656042635E-2,3.205253679E0
2.704244379E1,-2.093461955E0,-2.229118236E0,-5.594300187E-1,3.108779988E0
2.705243179E1,-2.683520274E0,-1.955567946E0,-5.782299864E-1,3.370441658E0
2.706241979E1,-2.751200626E0,-1.819903187E0,-7.833152282E-1,3.390388657E0
2.707240779E1,-2.954252206E0,-1.741228023E0,-1.196245598E0,3.631870683E0
2.708239579E1,-3.376098995E0,-1.759394445E0,-1.327167095E0,4.031734830E0
2.709238379E1,-3.490253601E0,-1.517724052E0,-1.271451901E0,4.012723070E0
2.710237179E1,-3.124527219E0,-7.652076439E-1,-1.345877600E0,3.487061743E0
2.711235979E1,-2.399790567E0,4.614273222E-1,-1.350078240E0,2.791884882E0
2.712234779E1,-1.371291061E0,1.956632431E0,-1.256636226E0,2.699626687E0
2.713233579E1,-4.205905142E-1,3.089748858E0,-1.493753099E0,3.457563117E0
2.714232379E1,6.019447217E-1,3.399892485E0,-2.133289973E0,4.058636774E0
2.715231179E1,1.192264959E0,3.388414108E0,-2.981415739E0,4.668156565E0
2.716229879E1,6.999352486E-1,3.246425293E0,-3.448604761E0,4.787698961E0
2.717228679E1,-5.769585459E-1,3.226430739E0,-3.173485079E0,4.562208240E0
2.718227579E1,-1.503882085E0,3.185576536E0,-2.377693062E0,4.250056881E0
2.719226379E1,-1.571084427E0,3.260156895E0,-8.211291718E-1,3.710954375E0
2.720225179E1,-1.275913619E0,3.752460293E0,1.962356563E0,4.422641416E0
2.721223879E1,2.220098705E-2,4.451290564E0,4.459061514E0,6.300611887E0
2.722222679E1,1.638059897E0,4.564686202E0,5.827877741E0,7.581804489E0
2.723221479E1,2.495388157E0,3.770035269E0,5.915436287E0,7.445301502E0
2.724220279E1,2.446437168E0,2.439937403E0,4.877488850E0,5.977311004E0
2.725219079E1,1.452612967E0,1.002024921E0,4.183124975E0,4.540118163E0
2.726217879E1,1.804001977E-1,2.803834923E-1,3.992290567E0,4.006188102E0
2.727216679E1,-8.160685529E-1,6.610859093E-1,3.509566078E0,3.663339530E0
2.728215479E1,-1.306691608E0,1.101674778E0,1.934042006E0,2.581017000E0
2.729214279E1,-1.437150882E0,1.161705218E0,3.684260416E-1,1.884329966E0
2.730213079E1,-1.339914317E0,1.122378161E0,-3.566170049E-1,1.783894280E0
2.731211879E1,-1.432281467E0,9.300015499E-1,-6.540677887E-1,1.828698378E0
2.732210679E1,-2.277827442E0,4.301283462E-1,-3.724185205E-1,2.347808298E0
2.733209479E1,-3.079118912E0,-2.862068805E-1,5.149853325E-1,3.134979672E0
2.734208279E1,-3.170973700E0,-5.147941285E-1,1.462252979E0,3.529627597E0
2.735207079E1,-2.767381334E0,7.136058927E-2,1.902508557E0,3.359022267E0
2.736205879E1,-2.587649619E0,7.033630326E-1,1.933961315E0,3.306184579E0
2.737204679E1,-2.581224991E0,9.692122471E-1,8.695499647E-1,2.891057242E0
2.738203479E1,-2.255323702E0,1.039075511E0,-5.692357993E-1,2.547585585E0
2.739202279E1,-1.688453686E0,9.666701701E-1,-1.258433075E0,2.317106142E0
2.740201079E1,-9.329706929E-1,1.033203444E0,-1.370047066E0,1.953195493E0
2.741199879E1,-3.226292234E-1,9.963686170E-1,-1.946411791E0,2.210284800E0
2.742198679E1,2.182348258E-1,1.095387706E0,-2.753479578E0,2.971388641E0
2.743197479E1,5.687069917E-1,1.082398409E0,-2.990812215E0,3.231094499E0
2.744196279E1,5.931717420E-1,6.385945943E-1,-2.580932338E0,2.724126925E0
2.745195079E1,8.291688010E-1,1.877141874E-1,-9.277648437E-1,1.258373999E0
2.746193879E1,1.634826533E0,-1.357752418E0,-4.818863497E0,5.266649297E0
2.747192679E1,2.392259792E0,-3.061555046E0,-6.302626044E0,7.403993602E0
2.748191479E1,2.469368048E0,-3.556284746E0,-4.552914003E0,6.282831023E0
2.749190279E1,1.049143173E0,-3.641104749E0,-3.282909873E0,5.013565839E0
