"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.766816583E0,-3.847865875E-1,5.291709700E-1,-9.932092202E-1,1.189347379E0
6.776804583E0,-4.616758654E-1,7.669706525E-1,-1.218717032E0,1.512170556E0
6.786792583E0,-5.007076379E-1,9.420973925E-1,-1.189631812E0,1.597961039E0
6.796780583E0,-5.509541141E-1,1.053545323E0,-1.053368298E0,1.588424677E0
6.806768583E0,-6.752836798E-1,1.139308701E0,-7.653677845E-1,1.529647086E0
6.816756583E0,-6.786796696E-1,1.164450047E0,-4.562605762E-1,1.422927869E0
6.826744583E0,-5.837096680E-1,1.140212753E0,-2.497831124E-1,1.305064635E0
6.836732583E0,-3.972239441E-1,1.143782186E0,-3.221231103E-1,1.252911748E0
6.846720167E0,-1.179657303E-1,1.136948545E0,-4.780122185E-1,1.238976831E0
6.856708167E0,1.271458040E-1,1.094476125E0,-7.189806533E-1,1.315666076E0
6.866696167E0,2.282941381E-1,1.004446253E0,-1.070537478E0,1.485624778E0
6.876684167E0,2.026986642E-1,9.009696856E-1,-1.346841806E0,1.633038877E0
6.886672167E0,1.451969810E-1,8.464740743E-1,-1.487362093E0,1.717511722E0
6.896660167E0,1.410255225E-1,8.966301014E-1,-1.582794499E0,1.824574516E0
6.906648167E0,1.490478659E-1,9.364691551E-1,-1.576386536E0,1.839615246E0
6.916636167E0,1.430896628E-1,9.155030863E-1,-1.560333590E0,1.814734544E0
6.926624167E0,1.408998988E-1,9.131081399E-1,-1.653025407E0,1.893703317E0
6.936612167E0,1.299228295E-1,8.817681603E-1,-1.788672624E0,1.998435584E0
6.946600167E0,2.049554702E-1,8.461700191E-1,-1.910540877E0,2.099565881E0
6.956588167E0,3.280166651E-1,8.574639161E-1,-1.950170966E0,2.155459602E0
6.966576167E0,3.469391686E-1,8.868391581E-1,-1.953679295E0,2.173410515E0
6.976564167E0,3.073498276E-1,9.072937417E-1,-1.949669859E0,2.172293353E0
6.986552167E0,3.352977642E-1,9.767646571E-1,-2.010708359E0,2.260407461E0
6.996540167E0,3.889974599E-1,1.006332346E0,-1.989347895E0,2.263079509E0
7.006528167E0,4.012542106E-1,9.644359490E-1,-1.907725443E0,2.174984599E0
7.016516167E0,3.802963279E-1,9.357631038E-1,-1.836758371E0,2.096177282E0
7.026504167E0,3.515120202E-1,9.180372696E-1,-1.651917359E0,1.922286162E0
7.036492167E0,3.614555393E-1,8.385463462E-1,-1.392907341E0,1.665533230E0
7.046480167E0,3.943728418E-1,7.784491023E-1,-1.176631697E0,1.464914706E0
7.056468167E0,4.363802623E-1,7.938208475E-1,-1.081826697E0,1.411002577E0
7.066456167E0,4.575114053E-1,8.449635923E-1,-1.060272691E0,1.430894244E0
7.076444167E0,4.109905556E-1,8.822641504E-1,-1.037836339E0,1.422816761E0
7.086432167E0,3.433153933E-1,9.505189180E-1,-1.052051505E0,1.458822828E0
7.096420167E0,3.535332930E-1,9.965739273E-1,-1.006628580E0,1.459947424E0
7.106408167E0,4.591410609E-1,1.016745652E0,-9.301540160E-1,1.452504295E0
7.116396167E0,6.398734535E-1,1.003217680E0,-7.505421692E-1,1.406839471E0
7.126384167E0,7.201286810E-1,9.229218142E-1,-5.672629488E-1,1.300829445E0
7.136372167E0,6.500283860E-1,8.854872818E-1,-4.527791440E-1,1.188121872E0
7.146360167E0,5.936437951E-1,9.468974449E-1,-3.281258619E-1,1.164772213E0
7.156348167E0,5.564687694E-1,1.044460796E0,-3.279703259E-3,1.183455366E0
7.166336167E0,5.531250026E-1,1.072301875E0,3.190036207E-1,1.248015180E0
7.176324167E0,6.384846666E-1,1.117074736E0,6.058200735E-1,1.422159132E0
7.186312167E0,6.729165807E-1,1.193530443E0,8.290837240E-1,1.601471656E0
7.196300167E0,5.548974033E-1,1.111266697E0,8.867080343E-1,1.526131036E0
7.206288167E0,2.761639222E-1,9.318791639E-1,8.256350362E-1,1.275279774E0
7.216276167E0,-7.609526251E-2,7.479071215E-1,6.505957121E-1,9.941983363E-1
7.226264167E0,-3.314080502E-1,6.283583855E-1,4.237015253E-1,8.271569010E-1
7.236252167E0,-4.215265804E-1,6.232847565E-1,2.109599394E-1,7.814554636E-1
7.246240167E0,-4.477536084E-1,6.052118534E-1,8.455249250E-2,7.575709903E-1
7.256228167E0,-4.852841813E-1,6.223134609E-1,1.306273824E-1,7.998989269E-1
7.266216167E0,-4.386621382E-1,6.977947292E-1,4.750950426E-1,9.513449716E-1
7.276204167E0,-2.696735493E-1,8.695661907E-1,8.974955624E-1,1.278423822E0
7.286192167E0,-8.316019736E-3,9.514891903E-1,1.034011091E0,1.405197414E0
7.296180167E0,1.114466878E-1,9.714900300E-1,9.294254529E-1,1.349090403E0
7.306168167E0,-2.728844382E-2,9.781345135E-1,7.402317739E-1,1.226961639E0
7.316156167E0,-3.734801555E-1,9.287455679E-1,5.787001026E-1,1.156265352E0
7.326144167E0,-8.139379737E-1,9.979497772E-1,5.462866473E-1,1.398866643E0
7.336132167E0,-1.081295185E0,1.100437580E0,8.174518579E-1,1.745963827E0
7.346120167E0,-1.212362278E0,1.193566550E0,1.332072909E0,2.160750248E0
7.356108167E0,-1.238194984E0,1.205315945E0,2.070462225E0,2.696799431E0
7.366096167E0,-1.230958324E0,1.174930085E0,2.622772674E0,3.126444562E0
7.376084167E0,-1.159432259E0,1.033251392E0,2.710569202E0,3.123952144E0
7.386072167E0,-9.723788068E-1,9.546176700E-1,2.447831583E0,2.801552230E0
7.396060167E0,-7.631502280E-1,9.234395121E-1,1.863518153E0,2.215364239E0
7.406048167E0,-7.020879011E-1,9.308888648E-1,1.160102788E0,1.644785694E0
7.416036167E0,-8.145165557E-1,9.355189095E-1,5.775382608E-1,1.368277491E0
7.426024167E0,-9.594558755E-1,8.862393799E-1,3.315102303E-1,1.347544006E0
7.436012167E0,-9.698569757E-1,8.828453636E-1,3.838661993E-1,1.366525429E0
7.446000167E0,-6.975516312E-1,9.704929335E-1,4.847832942E-1,1.289747903E0
7.455988167E0,-3.852268463E-1,1.098312848E0,4.434616059E-1,1.245531626E0
7.465976167E0,-1.917066114E-1,1.204530810E0,2.324414402E-1,1.241642026E0
7.475964167E0,-1.321963548E-1,1.177901201E0,6.445385814E-2,1.187047352E0
7.485952167E0,-1.507800304E-1,1.108816640E0,-2.339599621E-1,1.143217487E0
7.495940167E0,-1.502420866E-1,1.103155586E0,-6.156071430E-1,1.272201668E0
7.505928167E0,-7.574784653E-2,1.044153379E0,-9.834853005E-1,1.436397351E0
7.515916167E0,-4.121057292E-2,1.021514714E0,-1.237197157E0,1.604944681E0
7.525904167E0,-1.422117764E-2,1.001872601E0,-1.279162039E0,1.624871217E0
7.535892167E0,8.960598517E-2,9.581308233E-1,-1.276527869E0,1.598614183E0
7.545880167E0,1.648988818E-1,9.621290032E-1,-1.259761562E0,1.593701055E0
7.555868167E0,2.331960417E-1,9.638808290E-1,-1.229229156E0,1.579383096E0
7.565856167E0,2.746784370E-1,9.309622474E-1,-1.163417575E0,1.515149961E0
7.575843167E0,2.856994518E-1,8.874479994E-1,-1.131793494E0,1.466337151E0
7.585831167E0,3.354603899E-1,8.644808672E-1,-1.114885685E0,1.450114110E0
7.595820167E0,4.215860027E-1,8.306034154E-1,-1.124955175E0,1.460534470E0
7.605807167E0,4.556279075E-1,7.996433587E-1,-1.146266522E0,1.470018105E0
7.615795167E0,4.422487107E-1,6.982683536E-1,-1.125092000E0,1.396063976E0
7.625784167E0,4.156261551E-1,6.814769045E-1,-1.237726915E0,1.472794550E0
7.635771167E0,4.281889710E-1,6.646851629E-1,-1.381850840E0,1.592062783E0
7.645759167E0,4.778985998E-1,6.527593280E-1,-1.444366347E0,1.655498703E0
7.655747167E0,4.963850471E-1,6.933577158E-1,-1.433298152E0,1.667778951E0
7.665735167E0,5.736618857E-1,7.185242781E-1,-1.214566094E0,1.523330527E0
7.675723167E0,6.823566180E-1,6.825324731E-1,-7.922819334E-1,1.248668008E0
7.685711167E0,7.523734441E-1,7.066113802E-1,-3.911377966E-1,1.103790840E0
7.695699167E0,8.958830465E-1,8.722675312E-1,-6.856620491E-2,1.252261316E0
7.705687167E0,8.520756338E-1,6.695998938E-1,-9.606975317E-4,1.083696372E0
7.715675167E0,6.007352982E-1,4.696579360E-1,-2.808885455E-2,7.630533790E-1
7.725663167E0,4.020616015E-1,4.044482156E-1,1.106351674E-1,5.809234293E-1
7.735651167E0,2.383635551E-1,3.945864479E-1,4.911631912E-1,6.736148229E-1
7.745639167E0,8.725989039E-2,4.856351239E-1,1.036489141E0,1.147939677E0
7.755627167E0,-4.803650284E-2,5.418506937E-1,1.345653067E0,1.451444748E0
7.765615167E0,-1.105398943E-1,7.097036071E-1,1.581121611E0,1.736618504E0
7.775603167E0,-1.934463225E-1,8.519877063E-1,1.839246361E0,2.036205223E0
7.785591167E0,-1.970715779E-1,9.131158143E-1,1.989116930E0,2.197544962E0
7.795579167E0,-5.542453291E-2,9.711889715E-1,2.201981308E0,2.407280951E0
7.805567167E0,4.479104234E-2,1.054189978E0,2.303022364E0,2.533226156E0
7.815555167E0,4.048091350E-3,1.135348381E0,2.236484558E0,2.508165767E0
7.825543167E0,-2.345497452E-1,1.220061161E0,2.143796250E0,2.477786347E0
7.835531167E0,-3.492751678E-1,1.451811606E0,2.194141361E0,2.654054708E0
7.845519042E0,-5.851166543E-1,1.158469661E0,2.279713608E0,2.623262775E0
7.855507042E0,-9.492302647E-1,8.267179406E-1,2.367340567E0,2.681194138E0
7.865495042E0,-1.008512553E0,6.608618148E-1,2.703115171E0,2.959842485E0
7.875483042E0,-8.295551558E-1,6.274968714E-1,2.979995450E0,3.156309073E0
7.885471042E0,-6.569421338E-1,3.612881262E-1,2.939116981E0,3.033234364E0
7.895459042E0,-4.780107567E-1,-1.820885081E-2,2.565797989E0,2.610008653E0
7.905447042E0,-1.894067005E-1,-1.523518351E-1,1.715497643E0,1.732633298E0
7.915435042E0,1.835335013E-2,-2.793002956E-2,6.851258594E-1,6.859405041E-1
7.925423042E0,5.355156010E-2,1.470910221E-1,-2.818983597E-1,3.224441402E-1
7.935411042E0,-1.591567516E-1,3.330300678E-1,-1.088573799E0,1.149448917E0
7.945399042E0,-3.267639723E-1,5.717822983E-1,-1.614239071E0,1.743409725E0
7.955387042E0,-3.582993219E-1,8.613504142E-1,-1.744425573E0,1.978212203E0
7.965375042E0,-2.527499531E-1,1.064517404E0,-1.481224855E0,1.841495836E0
7.975363042E0,-1.582041670E-1,1.102176177E0,-1.060678487E0,1.537810046E0
7.985351042E0,-1.795359975E-1,1.050187267E0,-5.811307901E-1,1.213605976E0
7.995339042E0,-2.768185545E-1,7.922225842E-1,-1.519422376E-1,8.528373694E-1
8.005327042E0,-4.418806284E-1,4.946491550E-1,-1.337375164E-2,6.634117376E-1
8.015315042E0,-4.284751556E-1,4.020265547E-1,-1.180833507E-1,5.992995807E-1
8.025303042E0,-1.746247566E-1,4.785941626E-1,-3.121974617E-1,5.975060110E-1
8.035291042E0,6.831864384E-2,6.516461644E-1,-5.906997585E-1,8.821770601E-1
8.045279042E0,1.718544920E-1,7.107872424E-1,-9.476535630E-1,1.196996134E0
8.055267042E0,2.783425216E-1,7.111488926E-1,-1.241373823E0,1.457469134E0
8.065255042E0,3.733904739E-1,6.938572872E-1,-1.493515702E0,1.688622970E0
8.075243042E0,3.668790876E-1,5.924982890E-1,-1.619805620E0,1.763356100E0
8.085231042E0,2.470604661E-1,4.560708341E-1,-1.625530044E0,1.706278818E0
8.095219042E0,1.172778602E-1,3.482289547E-1,-1.513855242E0,1.557811027E0
8.105207042E0,6.066161902E-2,2.834540479E-1,-1.368372424E0,1.398738403E0
8.115195042E0,1.135298863E-1,3.231926757E-1,-1.226475703E0,1.273414775E0
8.125183042E0,2.048619512E-1,4.618137500E-1,-1.136340289E0,1.243587395E0
8.135171042E0,3.618943363E-1,5.963677936E-1,-1.119281037E0,1.318867732E0
8.145159042E0,4.592626829E-1,7.080456291E-1,-1.177126957E0,1.448405571E0
8.155147042E0,4.765650691E-1,8.855383719E-1,-1.282375084E0,1.629655893E0
8.165135042E0,4.757108640E-1,1.021614263E0,-1.432413468E0,1.822581925E0
8.175123042E0,4.777410173E-1,1.063471264E0,-1.511380116E0,1.908789528E0
8.185111042E0,5.476725105E-1,9.383608025E-1,-1.646115167E0,1.972349188E0
8.195099042E0,5.799009014E-1,9.531740655E-1,-1.632475367E0,1.977321845E0
8.205087042E0,6.659434837E-1,9.775851676E-1,-1.334435184E0,1.783219208E0
8.215075042E0,7.965322745E-1,9.864191410E-1,-1.018893115E0,1.626539137E0
8.225063042E0,8.663595776E-1,1.029587819E0,-7.905008715E-1,1.560615783E0
8.235051042E0,8.748994361E-1,1.011160245E0,-7.271182233E-1,1.522036457E0
8.245039042E0,8.695376124E-1,1.014990537E0,-6.096020526E-1,1.468984722E0
8.255027042E0,9.082963930E-1,1.030330707E0,-5.306295580E-1,1.472464408E0
8.265015042E0,1.007093580E0,1.062399835E0,-5.293115956E-1,1.556631508E0
8.275003042E0,1.096786067E0,1.052690752E0,-3.760455483E-1,1.566048451E0
8.284991042E0,1.152694658E0,1.012451091E0,-1.980060178E-1,1.546922290E0
8.294979042E0,1.136739580E0,9.586044478E-1,1.148451626E-2,1.487020933E0
8.304967042E0,1.129452049E0,9.511371879E-1,2.000730085E-1,1.490084927E0
8.314955042E0,1.135873608E0,9.624109121E-1,4.898306108E-1,1.567283524E0
8.324943042E0,1.030539526E0,9.706332667E-1,6.572317171E-1,1.560799213E0
8.334931042E0,6.825435097E-1,9.299955565E-1,6.692459911E-1,1.333659467E0
8.344919042E0,1.129845969E-1,8.357293770E-1,9.184800500E-1,1.246922096E0
8.354907042E0,-4.123951299E-1,7.052744874E-1,1.536555303E0,1.740254017E0
8.364895042E0,-6.839554661E-1,5.015867302E-1,2.211777733E0,2.368827783E0
8.374883042E0,-7.424632175E-1,3.986654290E-1,2.667874002E0,2.797809401E0
8.384871042E0,-5.954310696E-1,4.227121399E-1,3.066274626E0,3.152025348E0
8.394859042E0,-4.946085168E-1,4.481359432E-1,3.334556574E0,3.400695658E0
8.404847042E0,-4.909336149E-1,4.425203869E-1,3.444202977E0,3.507046372E0
8.414835042E0,-5.706568189E-1,4.810664019E-1,3.484265175E0,3.563309964E0
8.424823042E0,-7.667272621E-1,4.975244867E-1,3.358809071E0,3.480948101E0
8.434811042E0,-9.627985825E-1,4.581968817E-1,3.056976383E0,3.237596346E0
8.444799042E0,-9.362709345E-1,4.323313944E-1,2.615736135E0,2.811687967E0
8.454787042E0,-7.564048800E-1,4.803988326E-1,1.886505897E0,2.088500869E0
8.464775042E0,-5.529915399E-1,5.221690755E-1,1.068415523E0,1.311476998E0
8.474763042E0,-3.555594628E-1,5.032689741E-1,3.701053619E-1,7.188046820E-1
8.484751042E0,-3.062095292E-1,5.082193731E-1,-4.080374193E-1,7.201012030E-1
8.494739042E0,-2.808335086E-1,5.188051723E-1,-1.015100611E0,1.174076453E0
8.504727042E0,-2.654845858E-1,4.917991490E-1,-1.476998488E0,1.579200114E0
8.514715042E0,-2.644182546E-1,4.366148087E-1,-1.673744431E0,1.749848543E0
8.524703042E0,-3.056352412E-1,4.165535966E-1,-1.469200056E0,1.557394813E0
8.534691042E0,-4.399731936E-1,4.623913088E-1,-9.476933241E-1,1.142586876E0
8.544679042E0,-6.119881551E-1,5.254735197E-1,-2.454421395E-1,8.431451629E-1
8.554667042E0,-6.367492861E-1,5.207831392E-1,5.114828503E-1,9.686482528E-1
8.564655042E0,-5.815527398E-1,4.522268745E-1,1.174198671E0,1.386165666E0
8.574643042E0,-5.406837722E-1,4.099065549E-1,1.598420014E0,1.736464473E0
8.584631042E0,-4.556953332E-1,4.272110973E-1,1.652282810E0,1.766410497E0
8.594619042E0,-4.380113431E-1,5.207416970E-1,1.379286836E0,1.538004561E0
8.604607042E0,-5.089573648E-1,5.276233582E-1,8.804848427E-1,1.145721417E0
8.614595042E0,-5.666628782E-1,5.119186141E-1,3.369329381E-1,8.346803519E-1
8.624583042E0,-5.704291429E-1,5.631205619E-1,-8.750475168E-2,8.063195743E-1
8.634571042E0,-5.431319648E-1,5.144309068E-1,-3.493220186E-1,8.256254367E-1
8.644559042E0,-4.880578811E-1,4.729082570E-1,-4.271063590E-1,8.026596768E-1
8.654547042E0,-3.326083374E-1,4.428587580E-1,-4.195657897E-1,6.948292146E-1
8.664535042E0,-1.317580329E-1,4.561984496E-1,-4.573002112E-1,6.592425106E-1
8.674523042E0,2.817332854E-2,3.580834135E-1,-6.265887988E-1,7.222402579E-1
8.684511042E0,1.221544928E-1,2.954793585E-1,-8.953923190E-1,9.507666256E-1
8.694499042E0,1.732735381E-1,2.787099095E-1,-1.271427342E0,1.313099547E0
8.704487042E0,1.899673754E-1,2.171165093E-1,-1.714936311E0,1.739032413E0
8.714475042E0,2.432122307E-1,1.481564670E-1,-2.070935265E0,2.090424693E0
8.724463042E0,3.569292827E-1,1.355255310E-1,-2.372189078E0,2.402716526E0
8.734451042E0,4.168141266E-1,8.891811507E-2,-2.634270054E0,2.668523780E0
8.744439042E0,4.426989097E-1,6.550528801E-2,-2.789834642E0,2.825500061E0
8.754427042E0,4.414681074E-1,1.467296185E-2,-2.742507863E0,2.777851466E0
8.764415042E0,4.292760415E-1,-2.060465378E-2,-2.488426462E0,2.525266071E0
8.774403042E0,3.958901943E-1,-5.926820469E-2,-2.049466628E0,2.088194250E0
8.784391042E0,4.051423532E-1,-1.028084865E-1,-1.592243600E0,1.646192453E0
8.794379042E0,4.807111470E-1,-1.433163794E-1,-1.171546374E0,1.274418965E0
8.804367042E0,6.270772605E-1,-1.764512075E-1,-8.653616041E-1,1.083148940E0
8.814355042E0,7.164720516E-1,-1.770237230E-1,-6.320699787E-1,9.716903093E-1
8.824343042E0,7.700242147E-1,-1.314836158E-1,-3.927791101E-1,8.743572849E-1
8.834331042E0,7.396050254E-1,-9.867187377E-2,-2.476319218E-1,7.861763803E-1
8.844320333E0,7.207155953E-1,-4.161290704E-2,-1.738728046E-1,7.425593279E-1
8.854308333E0,6.987197587E-1,1.601271884E-2,-9.095928669E-3,6.989624055E-1
8.864296333E0,6.194189429E-1,2.338031106E-2,2.362140638E-1,6.633427091E-1
8.874284333E0,4.478659846E-1,-1.242558908E-2,4.932173181E-1,6.663344942E-1
8.884272333E0,2.955126146E-1,-1.941139466E-2,6.544782633E-1,7.183636299E-1
8.894260333E0,6.790748865E-2,-1.093757045E-1,8.849708265E-1,8.942862157E-1
8.904248333E0,-1.400517236E-1,-1.294001341E-1,1.095331426E0,1.111804755E0
8.914236333E0,-2.998472104E-1,-1.266782826E-2,1.242453219E0,1.278185756E0
8.924224333E0,-4.000836346E-1,1.279567215E-2,1.305435918E0,1.365427984E0
8.934212333E0,-4.366026758E-1,-1.139936436E-1,1.458155835E0,1.526379667E0
8.944200333E0,-3.577972288E-1,-1.805490093E-1,1.485824275E0,1.538925137E0
8.954188333E0,-1.027374428E-1,-6.513240010E-2,1.456970020E0,1.462039278E0
8.964176333E0,8.295086704E-2,-4.720113216E-2,1.603895931E0,1.606733006E0
8.974164333E0,3.708793871E-2,-6.151550893E-2,1.860836036E0,1.862221905E0
8.984152333E0,-1.107371647E-1,-3.130431153E-2,2.052746331E0,2.055969401E0
8.994140333E0,-3.545030902E-1,-1.096755936E-1,2.300263647E0,2.330003010E0
9.004128333E0,-7.021501008E-1,-1.809486665E-1,2.697310055E0,2.793069766E0
9.014116333E0,-8.282168743E-1,-1.759221441E-1,2.910573213E0,3.031225531E0
9.024104333E0,-8.226630427E-1,-2.825741882E-2,2.986543162E0,3.097904618E0
9.034092333E0,-7.479155269E-1,1.575055892E-1,2.742911906E0,2.847411345E0
9.044080333E0,-4.594847310E-1,2.914209706E-1,2.057313591E0,2.128048781E0
9.054068333E0,-1.019724443E-1,3.876975873E-1,1.147953444E0,1.215937871E0
9.064056333E0,1.144476616E-1,3.877456076E-1,3.449722749E-1,5.314609994E-1
9.074044333E0,2.146578647E-2,2.695162044E-1,-3.187586224E-1,4.179794538E-1
9.084032333E0,-2.332605438E-1,1.557456504E-1,-9.418911320E-1,9.827645158E-1
9.094020333E0,-4.342730354E-1,4.888199195E-3,-1.446842642E0,1.510619276E0
9.104008333E0,-5.244675063E-1,-7.200352717E-2,-1.833653499E0,1.908542855E0
9.113996333E0,-5.294610285E-1,-1.211360723E-1,-1.988368487E0,2.061216187E0
9.123984333E0,-5.183371758E-1,-1.463242694E-1,-1.811904196E0,1.890259515E0
9.133972333E0,-5.058031574E-1,-1.268773803E-1,-1.212647038E0,1.320018008E0
9.143960333E0,-5.819563073E-1,-7.067028891E-2,-3.261097419E-1,6.708315714E-1
9.153948333E0,-6.760302231E-1,2.123230898E-2,4.728631604E-1,8.252679819E-1
9.163936333E0,-5.818447351E-1,1.492620567E-1,1.064838197E0,1.222580403E0
9.173924333E0,-3.961451694E-1,2.486526629E-1,1.279322253E0,1.362139702E0
9.183912333E0,-1.701122410E-1,2.452841550E-1,9.612951171E-1,1.006573789E0
9.193900333E0,6.330780387E-3,2.103305780E-1,3.608030266E-1,4.176815231E-1
9.203888333E0,1.269242494E-1,2.105513286E-1,-2.224918181E-1,3.315784012E-1
9.213875333E0,2.403604706E-1,2.211988342E-1,-7.277146393E-1,7.976657673E-1
9.223863333E0,2.767691090E-1,2.658620236E-1,-1.114714361E0,1.178928269E0
9.233852333E0,2.628058301E-1,2.100434614E-1,-1.398920617E0,1.438806468E0
9.243840333E0,1.691916334E-1,1.255251568E-1,-1.501627545E0,1.516333623E0
9.253827333E0,1.530615957E-1,3.019038497E-2,-1.528532923E0,1.536473953E0
9.263815333E0,1.935130904E-1,-1.472648899E-2,-1.639933491E0,1.651377013E0
9.273803333E0,2.438721621E-1,-1.299929686E-2,-1.829503146E0,1.845731393E0
9.283791333E0,3.172889248E-1,-4.460111747E-2,-1.989298194E0,2.014936432E0
9.293779333E0,3.719492814E-1,-3.722198613E-2,-2.040009926E0,2.073974986E0
9.303767333E0,4.244718960E-1,2.461181690E-2,-2.009094527E0,2.053592694E0
9.313755333E0,4.378458304E-1,9.321243815E-2,-1.851895643E0,1.905233582E0
9.323743333E0,3.567088062E-1,1.764879718E-1,-1.559203323E0,1.609193643E0
9.333731333E0,2.906527196E-1,2.625358167E-1,-1.340256087E0,1.396313159E0
9.343719333E0,2.800118652E-1,3.049996306E-1,-1.307958407E0,1.371928064E0
9.353707333E0,2.668328441E-1,3.390433444E-1,-1.328134224E0,1.396456471E0
9.363695333E0,2.076168669E-1,3.604645093E-1,-1.227930490E0,1.296477039E0
9.373683333E0,1.844494310E-1,3.812107594E-1,-9.822427672E-1,1.069646712E0
9.383671333E0,2.783265149E-1,4.177145612E-1,-7.140882879E-1,8.728534737E-1
9.393659333E0,4.341197653E-1,4.327531613E-1,-3.690534478E-1,7.154968320E-1
9.403647333E0,5.169835453E-1,4.048491519E-1,-1.355448908E-1,6.704828405E-1
9.413635333E0,5.636135553E-1,4.312946830E-1,-6.954385936E-2,7.131000573E-1
9.423623333E0,5.279021242E-1,4.410516029E-1,-5.108127594E-3,6.879195172E-1
9.433611333E0,4.291881870E-1,5.148639297E-1,-1.313617927E-1,6.830397401E-1
9.443599333E0,3.756447948E-1,6.077954822E-1,-1.636928022E-1,7.330209366E-1
9.453587333E0,2.975422562E-1,5.287076513E-1,-2.286846042E-2,6.071129559E-1
9.463575333E0,2.429286773E-1,4.205318959E-1,3.183481479E-1,5.806952393E-1
9.473563333E0,2.629263193E-1,3.135820093E-1,8.368102348E-1,9.315123697E-1
9.483551333E0,2.139117052E-1,1.394005630E-1,1.406208587E0,1.429200239E0
9.493539333E0,2.188563483E-2,-6.270199578E-2,1.836806318E0,1.838006521E0
9.503527333E0,-2.567189334E-1,-1.540184194E-1,2.071765569E0,2.093284228E0
9.513515333E0,-4.490116734E-1,-2.406839860E-1,2.214608370E0,2.272450329E0
9.523503333E0,-5.199151200E-1,-2.767120438E-1,2.208364128E0,2.285553196E0
9.533491333E0,-3.910147128E-1,-4.526321597E-1,2.048746836E0,2.134275515E0
9.543479333E0,-2.083610713E-1,-5.694209368E-1,1.832128546E0,1.929857390E0
9.553467333E0,-2.223345645E-1,-5.170199443E-1,1.671404375E0,1.763614149E0
9.563455333E0,-5.115886849E-1,-4.908753620E-1,1.647057738E0,1.793176176E0
9.573443333E0,-8.242920770E-1,-4.533017024E-1,1.826447391E0,2.054470719E0
9.583431333E0,-9.314877659E-1,-2.444817892E-1,2.111579846E0,2.320821029E0
9.593419333E0,-8.352855733E-1,4.633685430E-3,2.350651444E0,2.494651412E0
9.603407333E0,-5.996073703E-1,8.336945459E-2,2.258518036E0,2.338243611E0
9.613395333E0,-3.682755854E-1,3.149367681E-2,1.681909482E0,1.722044792E0
9.623383333E0,-2.366837596E-1,-1.293753382E-1,8.880388606E-1,9.281003168E-1
9.633371333E0,-1.218998192E-1,-3.687989478E-1,2.205903035E-1,4.466903982E-1
9.643359333E0,-1.237268091E-1,-5.325072451E-1,-1.975698155E-1,5.812969305E-1
9.653347333E0,-4.830126294E-2,-6.564106949E-1,-5.395331132E-1,8.510605106E-1
9.663335333E0,9.237237599E-2,-7.227306920E-1,-7.525343156E-1,1.047463701E0
9.673323333E0,2.012218037E-1,-6.289672268E-1,-7.977063954E-1,1.035579780E0
9.683311333E0,2.318771108E-1,-4.838064803E-1,-5.942039949E-1,8.005711039E-1
9.693299333E0,1.423371809E-1,-2.533446149E-1,-3.051544905E-1,4.213818103E-1
9.703287333E0,2.870632966E-2,2.663308058E-2,-2.613471508E-1,2.642644652E-1
9.713275333E0,-3.730902742E-2,3.582156336E-1,-3.148526824E-1,4.783749735E-1
9.723263333E0,-1.451703214E-1,6.608023924E-1,-3.303010261E-1,7.528831197E-1
9.733251333E0,-2.649117596E-1,8.769648188E-1,-2.446445793E-1,9.482069943E-1
9.743239333E0,-2.717057309E-1,1.008430034E0,-1.300414914E-1,1.052457091E0
9.753227333E0,-2.137691610E-1,9.918821946E-1,-1.083646935E-1,1.020426601E0
9.763215333E0,-5.595286082E-2,8.420623501E-1,-2.805160779E-1,8.893193993E-1
9.773203333E0,1.117163998E-1,6.339828953E-1,-6.081788403E-1,8.856050854E-1
9.783191333E0,2.431496290E-1,4.536168308E-1,-9.061938804E-1,1.042150335E0
9.793179333E0,2.984969238E-1,2.808251946E-1,-1.066484773E0,1.142520448E0
9.803167333E0,3.049524692E-1,1.443176694E-1,-1.204600684E0,1.250954198E0
9.813155333E0,3.087545115E-1,5.647493495E-2,-1.349268985E0,1.385296200E0
9.823143333E0,2.942476243E-1,2.122660794E-2,-1.469790040E0,1.499104731E0
9.833131333E0,2.828420272E-1,1.654827811E-2,-1.591605084E0,1.616626179E0
9.843118417E0,3.753923412E-1,1.063987957E-1,-1.694507309E0,1.738848795E0
9.853106417E0,4.559309029E-1,1.951799854E-1,-1.835081390E0,1.900918705E0
9.863094417E0,4.937889565E-1,2.593294411E-1,-2.009890333E0,2.085842383E0
9.873082417E0,5.225639087E-1,2.362147033E-1,-2.154138220E0,2.229166188E0
9.883070417E0,5.670201431E-1,1.971936568E-1,-2.122650964E0,2.205911216E0
9.893058417E0,5.088370218E-1,1.197905914E-1,-1.981299788E0,2.049100717E0
9.903046417E0,4.385980016E-1,-2.826576937E-2,-1.934107495E0,1.983415983E0
9.913034417E0,4.329971730E-1,-9.909066232E-2,-1.921351794E0,1.972028962E0
9.923022417E0,4.285861066E-1,-1.481352069E-1,-1.685004414E0,1.744955577E0
9.933010417E0,3.723132706E-1,-1.627477825E-1,-1.414278914E0,1.471492052E0
